customer_id,recency_days,purchase_frequency,avg_order_value,email_open_rate,session_frequency,support_tickets,customer_tier,vip_flag,ltv,churn_label
CUST_04541,85,45,314.42,0.11,86,3,Bronze,0,14148.9,0
CUST_04542,134,33,274.56,0.98,81,7,Gold,0,9060.48,0
CUST_04543,108,26,358.02,1.0,35,1,Silver,1,9308.52,0
CUST_04544,18,28,166.37,0.75,42,4,Gold,0,4658.36,0
CUST_04545,94,19,77.37,0.26,56,3,Bronze,1,1470.03,0
CUST_04546,150,43,18.63,0.95,45,4,Bronze,0,801.09,0
CUST_04547,246,5,228.39,0.21,52,4,Bronze,0,1141.95,1
CUST_04548,289,33,454.84,0.73,23,4,Gold,0,15009.72,0
CUST_04549,209,20,159.58,0.12,29,6,Bronze,0,3191.6,1
CUST_04550,126,30,106.02,0.65,29,0,Bronze,0,3180.6,0
CUST_04551,235,45,463.76,0.76,57,1,Bronze,1,20869.2,0
CUST_04552,122,8,61.67,0.86,19,6,Bronze,0,493.36,0
CUST_04553,138,38,35.38,0.73,81,0,Bronze,0,1344.44,0
CUST_04554,115,17,440.91,0.92,8,8,Bronze,0,7495.47,0
CUST_04555,162,44,353.45,0.52,50,2,Bronze,0,15551.8,0
CUST_04556,201,1,216.81,0.68,7,5,Bronze,0,216.81,0
CUST_04557,234,3,378.65,0.37,11,3,Bronze,0,1135.95,1
CUST_04558,28,46,373.31,0.01,67,2,Silver,0,17172.26,0
CUST_04559,11,26,29.63,0.76,66,7,Bronze,0,770.38,0
CUST_04560,206,31,341.36,0.87,83,1,Bronze,0,10582.16,0
CUST_04561,167,8,324.03,0.17,28,2,Bronze,0,2592.24,1
CUST_04562,247,43,482.25,0.03,56,7,Silver,0,20736.75,1
CUST_04563,47,46,483.65,0.16,28,2,Bronze,0,22247.9,0
CUST_04564,246,8,195.12,0.9,89,7,Bronze,0,1560.96,0
CUST_04565,127,35,299.02,0.3,75,6,Bronze,0,10465.7,0
CUST_04566,147,39,79.27,0.23,40,1,Bronze,1,3091.53,0
CUST_04567,118,28,42.56,0.01,2,0,Bronze,0,1191.68,0
CUST_04568,152,4,222.06,0.3,76,0,Bronze,0,888.24,0
CUST_04569,72,16,348.04,0.72,61,1,Silver,0,5568.64,0
CUST_04570,363,13,288.2,0.96,76,6,Bronze,0,3746.6,1
CUST_04571,137,20,220.53,0.31,25,8,Bronze,0,4410.6,0
CUST_04572,175,5,410.88,0.24,95,6,Silver,0,2054.4,1
CUST_04573,289,37,399.27,0.89,54,2,Silver,0,14772.99,0
CUST_04574,19,20,368.65,0.85,17,7,Bronze,0,7373.0,0
CUST_04575,195,24,47.75,0.33,48,7,Bronze,1,1146.0,0
CUST_04576,330,36,400.27,0.07,12,8,Gold,1,14409.72,0
CUST_04577,175,34,460.52,0.99,61,8,Bronze,1,15657.68,0
CUST_04578,354,45,39.13,0.68,94,8,Gold,0,1760.85,0
CUST_04579,141,48,206.82,0.93,2,3,Bronze,0,9927.36,0
CUST_04580,246,34,494.29,0.34,80,9,Bronze,0,16805.86,1
CUST_04581,93,19,303.63,0.65,65,3,Bronze,1,5768.97,0
CUST_04582,239,17,261.65,0.67,52,1,Gold,0,4448.05,0
CUST_04583,205,5,96.95,0.87,34,7,Silver,0,484.75,0
CUST_04584,48,25,287.09,0.99,45,1,Bronze,0,7177.25,0
CUST_04585,245,18,225.13,0.11,1,2,Bronze,1,4052.34,0
CUST_04586,320,8,72.45,0.63,52,8,Bronze,1,579.6,0
CUST_04587,317,27,237.52,0.34,67,1,Gold,0,6413.04,1
CUST_04588,295,15,90.56,0.81,98,0,Bronze,0,1358.4,0
CUST_04589,128,45,368.03,0.75,76,4,Bronze,0,16561.35,0
CUST_04590,344,13,487.09,0.89,56,6,Gold,0,6332.17,1
CUST_04591,282,16,240.09,0.34,58,3,Bronze,0,3841.44,1
CUST_04592,17,22,319.86,0.18,91,3,Bronze,0,7036.92,0
CUST_04593,71,20,221.18,0.02,50,2,Bronze,0,4423.6,0
CUST_04594,269,13,77.84,0.26,25,5,Bronze,0,1011.92,1
CUST_04595,325,20,485.57,0.37,12,7,Bronze,0,9711.4,1
CUST_04596,282,2,73.49,0.95,97,1,Bronze,0,146.98,0
CUST_04597,305,35,64.7,0.49,73,5,Bronze,0,2264.5,0
CUST_04598,7,47,234.99,0.56,65,7,Bronze,0,11044.53,0
CUST_04599,314,19,332.85,0.88,56,0,Silver,0,6324.15,0
CUST_04600,305,45,183.91,0.89,50,3,Silver,0,8275.95,0
CUST_04601,103,37,104.33,0.53,87,0,Bronze,0,3860.21,0
CUST_04602,309,6,411.29,0.11,28,3,Bronze,1,2467.74,1
CUST_04603,193,14,187.92,0.27,3,8,Silver,0,2630.88,1
CUST_04604,241,4,105.22,0.46,38,5,Bronze,1,420.88,0
CUST_04605,62,22,188.89,0.75,64,5,Silver,0,4155.58,0
CUST_04606,17,39,115.13,0.71,54,4,Bronze,0,4490.07,0
CUST_04607,171,36,264.53,0.64,36,2,Bronze,0,9523.08,0
CUST_04608,25,34,337.46,0.88,44,1,Bronze,0,11473.64,0
CUST_04609,251,27,401.78,0.8,44,8,Bronze,0,10848.06,0
CUST_04610,253,7,121.51,0.98,69,8,Bronze,0,850.57,0
CUST_04611,207,3,91.81,0.89,93,6,Bronze,0,275.43,0
CUST_04612,29,47,19.61,0.2,53,1,Gold,0,921.67,0
CUST_04613,117,33,121.76,0.06,13,3,Silver,0,4018.08,0
CUST_04614,282,2,21.71,0.41,44,7,Silver,0,43.42,1
CUST_04615,144,42,179.28,0.62,4,9,Bronze,0,7529.76,0
CUST_04616,25,16,81.39,0.64,70,5,Bronze,0,1302.24,0
CUST_04617,310,25,294.15,0.27,51,4,Silver,0,7353.75,1
CUST_04618,156,15,198.03,0.86,70,9,Bronze,0,2970.45,0
CUST_04619,73,24,55.86,0.33,11,1,Bronze,0,1340.64,0
CUST_04620,120,15,205.93,0.92,91,0,Bronze,0,3088.95,0
CUST_04621,312,31,112.58,0.47,54,0,Bronze,0,3489.98,0
CUST_04622,321,14,343.29,0.01,62,0,Bronze,0,4806.06,1
CUST_04623,93,14,188.57,0.16,59,5,Bronze,1,2639.98,0
CUST_04624,86,6,82.04,0.1,99,3,Bronze,1,492.24,0
CUST_04625,336,14,181.3,0.04,61,8,Silver,1,2538.2,1
CUST_04626,364,17,119.95,0.71,40,8,Bronze,0,2039.15,1
CUST_04627,118,18,399.93,0.19,4,2,Silver,0,7198.74,0
CUST_04628,233,20,491.85,0.84,27,5,Bronze,0,9837.0,0
CUST_04629,199,17,22.49,0.26,16,5,Bronze,0,382.33,1
CUST_04630,206,16,348.11,0.03,82,9,Bronze,1,5569.76,0
CUST_04631,339,40,139.34,0.82,7,9,Bronze,0,5573.6,0
CUST_04632,147,39,42.54,0.47,11,0,Bronze,0,1659.06,0
CUST_04633,271,32,17.03,0.6,72,8,Bronze,0,544.96,0
CUST_04634,139,44,441.69,0.34,64,3,Bronze,0,19434.36,0
CUST_04635,181,9,183.27,0.05,52,5,Gold,0,1649.43,1
CUST_04636,30,27,497.33,0.37,6,9,Bronze,0,13427.91,0
CUST_04637,57,46,226.76,0.52,48,7,Bronze,0,10430.96,0
CUST_04638,232,33,101.92,0.01,69,0,Bronze,1,3363.36,0
CUST_04639,146,10,390.8,0.57,6,7,Bronze,0,3908.0,0
CUST_04640,48,17,463.98,0.89,61,5,Bronze,0,7887.66,0
CUST_04641,194,49,409.65,0.22,66,0,Gold,1,20072.85,0
CUST_04642,224,49,375.15,0.93,95,8,Bronze,0,18382.35,0
CUST_04643,136,36,174.0,0.1,96,8,Silver,0,6264.0,0
CUST_04644,22,17,41.6,0.83,73,9,Bronze,1,707.2,0
CUST_04645,6,18,108.64,0.84,79,7,Bronze,0,1955.52,0
CUST_04646,204,23,228.94,0.26,85,6,Silver,1,5265.62,0
CUST_04647,239,34,478.54,0.96,53,0,Bronze,0,16270.36,0
CUST_04648,185,8,364.2,0.42,28,0,Silver,0,2913.6,0
CUST_04649,360,13,415.86,0.14,91,7,Bronze,1,5406.18,1
CUST_04650,292,23,145.87,0.59,5,9,Bronze,0,3355.01,1
CUST_04651,335,20,345.07,1.0,81,7,Bronze,0,6901.4,0
CUST_04652,220,22,432.59,0.9,58,0,Silver,0,9516.98,0
CUST_04653,116,47,244.91,0.28,24,7,Gold,0,11510.77,0
CUST_04654,313,23,220.65,0.58,31,7,Silver,0,5074.95,1
CUST_04655,49,41,362.51,0.12,99,9,Bronze,0,14862.91,0
CUST_04656,173,35,284.36,0.46,41,9,Bronze,0,9952.6,0
CUST_04657,82,3,496.65,0.52,68,2,Bronze,0,1489.95,0
CUST_04658,322,34,218.3,0.32,84,0,Bronze,0,7422.2,0
CUST_04659,333,33,96.21,0.48,81,2,Bronze,0,3174.93,0
CUST_04660,45,46,241.25,0.92,46,7,Bronze,0,11097.5,0
CUST_04661,335,17,125.25,0.5,10,7,Bronze,0,2129.25,1
CUST_04662,20,45,285.01,0.83,37,6,Silver,0,12825.45,0
CUST_04663,221,19,71.64,0.32,21,1,Silver,0,1361.16,0
CUST_04664,123,30,475.49,0.97,21,4,Silver,0,14264.7,0
CUST_04665,234,23,431.31,0.09,80,9,Bronze,0,9920.13,1
CUST_04666,221,15,86.23,0.59,97,7,Bronze,0,1293.45,0
CUST_04667,323,14,94.47,0.79,10,2,Bronze,0,1322.58,0
CUST_04668,339,2,261.09,0.81,82,5,Bronze,1,522.18,0
CUST_04669,3,39,388.71,0.2,97,1,Silver,0,15159.69,0
CUST_04670,182,49,117.35,0.4,93,7,Silver,0,5750.15,0
CUST_04671,206,18,39.88,0.62,95,8,Gold,1,717.84,0
CUST_04672,320,6,277.31,0.32,24,0,Bronze,0,1663.86,1
CUST_04673,40,32,348.88,0.66,12,3,Bronze,0,11164.16,0
CUST_04674,59,21,129.74,0.38,20,5,Bronze,1,2724.54,0
CUST_04675,62,40,372.49,0.35,70,1,Silver,1,14899.6,0
CUST_04676,132,28,475.82,0.11,8,5,Bronze,0,13322.96,0
CUST_04677,60,27,77.17,0.04,78,6,Bronze,0,2083.59,0
CUST_04678,331,2,260.4,0.84,5,5,Bronze,0,520.8,1
CUST_04679,122,33,37.85,0.49,54,9,Bronze,0,1249.05,0
CUST_04680,107,16,111.26,0.56,36,9,Silver,0,1780.16,0
CUST_04681,96,39,54.01,0.37,38,7,Bronze,0,2106.39,0
CUST_04682,347,22,207.96,0.14,3,4,Bronze,0,4575.12,1
CUST_04683,235,43,412.21,0.45,36,2,Silver,0,17725.03,0
CUST_04684,62,47,292.79,0.23,22,1,Bronze,0,13761.13,0
CUST_04685,256,13,119.07,0.84,8,1,Silver,0,1547.91,0
CUST_04686,49,2,29.65,0.99,61,1,Silver,0,59.3,0
CUST_04687,348,14,281.17,0.89,78,9,Bronze,0,3936.38,1
CUST_04688,159,38,75.07,0.53,7,4,Bronze,1,2852.66,0
CUST_04689,124,41,177.94,0.63,68,9,Silver,0,7295.54,0
CUST_04690,317,28,259.99,0.95,62,3,Bronze,0,7279.72,0
CUST_04691,207,7,452.83,0.54,19,1,Bronze,0,3169.81,0
CUST_04692,48,18,50.09,0.64,47,4,Silver,0,901.62,0
CUST_04693,136,41,337.62,0.63,24,6,Bronze,0,13842.42,0
CUST_04694,201,36,16.9,0.71,80,4,Bronze,0,608.4,0
CUST_04695,250,41,318.66,0.64,6,7,Silver,0,13065.06,0
CUST_04696,314,36,280.25,0.67,8,5,Gold,0,10089.0,0
CUST_04697,357,44,407.81,0.73,25,8,Bronze,0,17943.64,0
CUST_04698,318,4,270.51,0.81,96,9,Silver,1,1082.04,0
CUST_04699,295,30,182.78,0.4,89,4,Bronze,0,5483.4,1
CUST_04700,314,24,128.95,0.75,74,7,Bronze,0,3094.8,0
CUST_04701,209,20,51.77,0.1,41,5,Bronze,0,1035.4,1
CUST_04702,355,46,271.96,0.88,58,6,Bronze,1,12510.16,0
CUST_04703,211,31,445.28,0.29,81,7,Bronze,1,13803.68,0
CUST_04704,192,24,262.22,0.4,60,3,Bronze,0,6293.28,0
CUST_04705,44,7,372.16,0.8,3,3,Bronze,0,2605.12,0
CUST_04706,29,26,156.23,0.64,9,5,Silver,0,4061.98,0
CUST_04707,59,13,229.58,0.31,52,1,Bronze,0,2984.54,0
CUST_04708,71,8,169.06,0.23,58,8,Silver,0,1352.48,0
CUST_04709,92,5,63.54,0.96,60,7,Bronze,1,317.7,0
CUST_04710,265,44,214.32,0.09,82,1,Silver,0,9430.08,0
CUST_04711,220,13,384.5,0.0,49,0,Bronze,0,4998.5,1
CUST_04712,215,29,203.54,0.67,94,9,Bronze,0,5902.66,0
CUST_04713,277,20,328.59,0.61,5,3,Bronze,0,6571.8,0
CUST_04714,64,14,381.72,0.74,62,3,Bronze,0,5344.08,0
CUST_04715,346,32,168.14,0.73,32,1,Gold,0,5380.48,0
CUST_04716,292,27,400.78,0.86,27,4,Bronze,1,10821.06,0
CUST_04717,245,25,176.07,0.92,85,2,Bronze,1,4401.75,0
CUST_04718,62,4,135.49,0.78,24,2,Bronze,0,541.96,0
CUST_04719,332,21,119.0,0.23,38,9,Bronze,0,2499.0,1
CUST_04720,170,18,107.95,0.46,67,2,Bronze,0,1943.1,0
CUST_04721,269,39,371.19,0.64,16,3,Gold,0,14476.41,0
CUST_04722,267,15,444.88,0.54,15,4,Bronze,0,6673.2,1
CUST_04723,54,38,123.02,0.16,25,3,Bronze,0,4674.76,0
CUST_04724,16,48,51.77,0.59,72,8,Bronze,0,2484.96,0
CUST_04725,8,24,163.75,0.89,4,3,Bronze,1,3930.0,0
CUST_04726,104,8,332.35,0.42,32,6,Bronze,0,2658.8,0
CUST_04727,59,28,190.57,0.67,45,9,Silver,0,5335.96,0
CUST_04728,313,21,279.1,0.62,56,4,Bronze,0,5861.1,1
CUST_04729,40,16,374.71,0.38,35,9,Bronze,0,5995.36,0
CUST_04730,237,16,210.15,0.57,53,8,Bronze,0,3362.4,1
CUST_04731,94,35,499.85,0.21,30,8,Silver,0,17494.75,0
CUST_04732,222,17,156.0,0.55,49,7,Bronze,0,2652.0,0
CUST_04733,204,9,489.34,0.8,94,5,Gold,0,4404.06,0
CUST_04734,138,35,109.48,0.76,81,5,Bronze,0,3831.8,0
CUST_04735,300,29,64.36,0.36,83,1,Bronze,0,1866.44,0
CUST_04736,207,39,377.91,0.11,52,6,Bronze,0,14738.49,0
CUST_04737,336,18,354.13,0.8,95,8,Bronze,0,6374.34,1
CUST_04738,81,12,407.47,0.27,81,8,Bronze,0,4889.64,0
CUST_04739,218,19,178.36,0.05,2,1,Bronze,1,3388.84,0
CUST_04740,2,48,466.1,0.45,59,8,Bronze,0,22372.8,0
CUST_04741,178,22,68.55,0.74,37,6,Bronze,1,1508.1,0
CUST_04742,346,49,24.84,0.81,29,4,Bronze,0,1217.16,0
CUST_04743,279,15,157.28,0.98,30,4,Bronze,0,2359.2,0
CUST_04744,146,1,400.69,0.19,22,5,Bronze,0,400.69,1
CUST_04745,318,2,339.76,0.29,75,7,Bronze,0,679.52,1
CUST_04746,224,8,223.74,0.61,97,1,Silver,1,1789.92,0
CUST_04747,62,22,135.56,0.81,19,2,Bronze,0,2982.32,0
CUST_04748,294,25,39.04,0.23,67,9,Bronze,0,976.0,1
CUST_04749,239,2,175.38,0.41,86,6,Silver,0,350.76,1
CUST_04750,195,9,235.41,0.41,18,2,Bronze,1,2118.69,0
CUST_04751,166,9,346.64,0.77,94,0,Gold,0,3119.76,0
CUST_04752,222,13,326.53,0.24,65,5,Bronze,0,4244.89,1
CUST_04753,61,6,474.2,0.97,84,6,Bronze,0,2845.2,0
CUST_04754,129,30,59.19,0.51,5,8,Bronze,0,1775.7,0
CUST_04755,173,15,174.81,0.28,76,0,Bronze,1,2622.15,0
CUST_04756,156,15,245.97,0.28,11,8,Bronze,0,3689.55,0
CUST_04757,110,7,338.64,0.02,88,9,Bronze,1,2370.48,0
CUST_04758,269,11,252.77,0.69,58,6,Bronze,0,2780.47,1
CUST_04759,356,40,457.25,0.78,18,7,Bronze,0,18290.0,0
CUST_04760,278,38,308.25,0.03,72,2,Silver,0,11713.5,1
CUST_04761,74,40,29.44,0.59,93,4,Bronze,0,1177.6,0
CUST_04762,207,2,65.69,0.78,56,2,Bronze,0,131.38,0
CUST_04763,279,48,379.21,0.38,22,6,Bronze,0,18202.08,0
CUST_04764,326,39,360.74,0.43,56,1,Bronze,0,14068.86,0
CUST_04765,340,10,85.21,0.36,66,5,Bronze,0,852.1,1
CUST_04766,357,44,38.87,0.32,23,9,Silver,0,1710.28,1
CUST_04767,340,17,293.57,0.49,16,1,Gold,0,4990.69,1
CUST_04768,204,7,321.51,0.17,44,8,Gold,1,2250.57,0
CUST_04769,161,40,76.3,0.44,72,5,Bronze,0,3052.0,0
CUST_04770,28,39,242.07,0.94,68,4,Bronze,0,9440.73,0
CUST_04771,257,4,159.86,0.03,14,5,Bronze,0,639.44,1
CUST_04772,165,35,466.34,0.16,9,5,Bronze,1,16321.9,0
CUST_04773,63,47,117.41,0.78,75,5,Silver,0,5518.27,0
CUST_04774,22,36,369.3,0.13,16,9,Bronze,0,13294.8,0
CUST_04775,70,31,263.89,0.27,13,5,Bronze,0,8180.59,0
CUST_04776,96,25,15.65,0.45,36,8,Bronze,0,391.25,0
CUST_04777,163,41,263.33,0.94,44,6,Bronze,0,10796.53,0
CUST_04778,79,13,58.74,0.18,81,0,Bronze,0,763.62,0
CUST_04779,5,18,332.94,0.92,14,9,Bronze,0,5992.92,0
CUST_04780,316,21,287.11,0.72,93,8,Bronze,0,6029.31,1
CUST_04781,120,48,15.11,0.67,17,5,Bronze,0,725.28,0
CUST_04782,302,1,110.3,0.72,65,9,Bronze,0,110.3,1
CUST_04783,178,36,390.35,0.03,84,7,Bronze,1,14052.6,0
CUST_04784,176,8,145.13,0.1,97,2,Bronze,0,1161.04,1
CUST_04785,217,48,254.65,0.33,54,2,Bronze,0,12223.2,0
CUST_04786,56,21,162.88,0.07,2,8,Silver,0,3420.48,0
CUST_04787,187,43,461.55,0.99,17,8,Bronze,0,19846.65,0
CUST_04788,232,21,272.92,0.58,23,4,Bronze,0,5731.32,0
CUST_04789,255,27,351.13,0.49,86,4,Bronze,0,9480.51,0
CUST_04790,104,19,50.9,0.79,1,2,Bronze,1,967.1,0
CUST_04791,77,23,29.76,0.98,12,6,Bronze,0,684.48,0
CUST_04792,230,43,137.02,0.96,13,6,Bronze,0,5891.86,0
CUST_04793,258,35,161.48,0.79,78,2,Gold,0,5651.8,0
CUST_04794,264,40,346.96,0.38,74,7,Bronze,0,13878.4,0
CUST_04795,331,42,288.87,0.07,12,5,Silver,0,12132.54,1
CUST_04796,182,48,193.54,0.1,57,2,Gold,0,9289.92,0
CUST_04797,256,5,330.52,0.0,86,5,Bronze,0,1652.6,1
CUST_04798,38,41,90.15,0.0,18,0,Bronze,0,3696.15,0
CUST_04799,176,8,41.11,0.94,83,5,Bronze,0,328.88,0
CUST_04800,27,11,428.71,0.93,94,6,Bronze,0,4715.81,0
CUST_04801,276,16,286.33,0.67,15,3,Gold,1,4581.28,0
CUST_04802,140,39,328.06,0.73,39,3,Silver,0,12794.34,0
CUST_04803,299,47,160.55,0.51,78,2,Silver,0,7545.85,0
CUST_04804,287,24,192.26,0.24,73,4,Bronze,0,4614.24,1
CUST_04805,91,21,50.36,0.91,69,0,Bronze,0,1057.56,0
CUST_04806,61,23,429.92,0.28,33,5,Silver,1,9888.16,0
CUST_04807,347,49,300.3,0.74,48,1,Bronze,0,14714.7,0
CUST_04808,163,38,50.98,0.25,5,3,Bronze,0,1937.24,0
CUST_04809,351,47,404.22,0.87,88,5,Silver,0,18998.34,0
CUST_04810,143,8,227.62,0.65,8,5,Bronze,0,1820.96,0
CUST_04811,253,7,384.9,0.64,19,9,Silver,0,2694.3,1
CUST_04812,269,2,16.18,0.1,52,6,Bronze,0,32.36,1
CUST_04813,291,30,24.08,0.42,12,0,Silver,1,722.4,0
CUST_04814,187,13,93.68,0.52,72,5,Bronze,0,1217.84,0
CUST_04815,304,23,113.35,0.29,8,8,Bronze,0,2607.05,1
CUST_04816,291,29,384.34,0.88,55,7,Silver,0,11145.86,0
CUST_04817,86,38,356.28,0.84,84,7,Gold,0,13538.64,0
CUST_04818,166,37,311.88,0.49,93,5,Bronze,1,11539.56,0
CUST_04819,114,20,443.58,0.34,34,3,Bronze,1,8871.6,0
CUST_04820,356,33,131.1,0.8,82,0,Gold,0,4326.3,0
CUST_04821,183,29,453.16,0.2,65,4,Bronze,0,13141.64,0
CUST_04822,207,15,455.64,0.07,75,4,Bronze,0,6834.6,1
CUST_04823,256,23,222.79,0.05,47,6,Bronze,0,5124.17,1
CUST_04824,235,42,56.25,0.04,35,0,Bronze,0,2362.5,0
CUST_04825,355,3,366.01,0.49,32,5,Bronze,0,1098.03,1
CUST_04826,3,37,175.1,0.26,51,6,Bronze,1,6478.7,0
CUST_04827,208,29,399.52,0.69,80,0,Bronze,0,11586.08,0
CUST_04828,197,45,90.21,0.65,6,2,Silver,0,4059.45,0
CUST_04829,341,8,274.36,0.54,9,9,Gold,1,2194.88,0
CUST_04830,125,22,258.96,0.35,40,8,Silver,1,5697.12,0
CUST_04831,138,29,59.15,0.85,86,7,Bronze,0,1715.35,0
CUST_04832,339,2,188.03,0.71,48,9,Bronze,0,376.06,1
CUST_04833,25,41,51.53,0.27,72,5,Bronze,0,2112.73,0
CUST_04834,68,49,237.72,0.5,96,7,Bronze,0,11648.28,0
CUST_04835,61,45,423.02,0.16,26,1,Gold,0,19035.9,0
CUST_04836,29,1,142.4,0.33,82,6,Silver,1,142.4,0
CUST_04837,19,44,384.78,1.0,37,1,Bronze,0,16930.32,0
CUST_04838,171,20,99.88,0.22,52,2,Silver,0,1997.6,0
CUST_04839,74,21,340.13,0.7,12,1,Bronze,0,7142.73,0
CUST_04840,61,37,458.61,0.24,38,4,Bronze,0,16968.57,0
CUST_04841,153,8,168.72,0.94,98,9,Bronze,0,1349.76,0
CUST_04842,276,27,451.2,0.31,68,4,Silver,0,12182.4,1
CUST_04843,48,47,257.66,0.35,16,5,Bronze,0,12110.02,0
CUST_04844,211,35,165.23,0.59,61,5,Bronze,0,5783.05,0
CUST_04845,343,6,449.29,0.59,24,6,Bronze,0,2695.74,1
CUST_04846,139,45,25.7,0.58,78,7,Gold,0,1156.5,0
CUST_04847,110,44,23.73,0.57,17,3,Bronze,0,1044.12,0
CUST_04848,183,19,303.92,0.31,95,8,Bronze,0,5774.48,1
CUST_04849,28,18,400.41,0.43,4,2,Bronze,0,7207.38,0
CUST_04850,197,1,378.26,0.59,50,4,Bronze,0,378.26,0
CUST_04851,191,25,48.94,0.67,98,2,Silver,0,1223.5,0
CUST_04852,315,27,475.62,0.25,3,1,Bronze,0,12841.74,1
CUST_04853,51,7,354.5,0.7,8,4,Bronze,0,2481.5,0
CUST_04854,149,44,475.06,0.92,12,8,Bronze,1,20902.64,0
CUST_04855,268,42,171.26,0.76,35,5,Bronze,0,7192.92,0
CUST_04856,50,29,350.03,0.08,66,3,Silver,0,10150.87,0
CUST_04857,246,31,431.37,0.47,53,6,Gold,0,13372.47,0
CUST_04858,113,44,196.43,0.44,93,9,Bronze,0,8642.92,0
CUST_04859,170,43,482.78,0.34,87,4,Bronze,0,20759.54,0
CUST_04860,166,36,139.85,0.49,33,6,Bronze,0,5034.6,0
CUST_04861,14,19,164.65,0.44,18,1,Bronze,0,3128.35,0
CUST_04862,203,6,460.96,0.01,58,1,Bronze,0,2765.76,1
CUST_04863,288,25,485.13,0.24,86,8,Bronze,0,12128.25,1
CUST_04864,189,31,149.75,0.21,78,3,Bronze,0,4642.25,0
CUST_04865,155,9,76.83,0.35,93,0,Bronze,0,691.47,0
CUST_04866,55,20,381.94,0.17,45,8,Bronze,0,7638.8,0
CUST_04867,182,10,465.54,0.07,15,0,Bronze,0,4655.4,1
CUST_04868,210,37,304.35,0.2,15,1,Bronze,0,11260.95,0
CUST_04869,75,27,320.91,0.85,45,8,Gold,0,8664.57,0
CUST_04870,277,13,383.84,0.8,68,2,Bronze,0,4989.92,0
CUST_04871,133,41,85.01,0.44,69,0,Bronze,0,3485.41,0
CUST_04872,343,2,487.0,0.88,67,2,Bronze,0,974.0,1
CUST_04873,59,21,188.52,0.23,76,8,Bronze,1,3958.92,0
CUST_04874,345,33,317.84,0.58,62,1,Bronze,1,10488.72,0
CUST_04875,182,24,239.62,0.14,84,4,Gold,0,5750.88,0
CUST_04876,339,44,239.41,0.83,44,0,Bronze,0,10534.04,0
CUST_04877,321,42,354.34,0.13,20,9,Gold,1,14882.28,0
CUST_04878,64,34,497.38,0.03,39,0,Bronze,0,16910.92,0
CUST_04879,327,9,332.94,0.27,39,6,Bronze,0,2996.46,1
CUST_04880,260,2,399.09,0.9,1,9,Gold,0,798.18,1
CUST_04881,193,30,23.53,0.13,67,9,Bronze,0,705.9,1
CUST_04882,143,22,407.11,0.33,47,2,Bronze,0,8956.42,0
CUST_04883,104,46,156.99,0.32,73,0,Gold,0,7221.54,0
CUST_04884,214,11,72.08,0.8,54,0,Silver,0,792.88,0
CUST_04885,242,43,65.53,0.42,20,4,Bronze,0,2817.79,0
CUST_04886,209,17,343.14,0.61,9,2,Bronze,0,5833.38,0
CUST_04887,93,36,498.83,0.4,95,3,Bronze,0,17957.88,0
CUST_04888,142,13,336.44,0.55,28,5,Bronze,0,4373.72,0
CUST_04889,112,7,138.55,0.06,64,1,Gold,0,969.85,0
CUST_04890,59,16,109.62,0.37,35,6,Silver,0,1753.92,0
CUST_04891,43,33,267.72,0.86,40,4,Silver,1,8834.76,0
CUST_04892,207,45,41.87,0.69,2,7,Gold,1,1884.15,0
CUST_04893,268,1,205.67,0.98,3,3,Bronze,0,205.67,0
CUST_04894,296,11,336.46,0.79,14,7,Bronze,0,3701.06,1
CUST_04895,118,6,484.15,0.45,81,3,Bronze,0,2904.9,0
CUST_04896,20,20,218.57,0.68,99,4,Bronze,0,4371.4,0
CUST_04897,222,35,108.11,0.78,68,2,Bronze,0,3783.85,0
CUST_04898,166,44,410.51,0.27,47,3,Bronze,0,18062.44,0
CUST_04899,131,37,374.66,0.06,94,8,Bronze,0,13862.42,0
CUST_04900,156,41,431.25,0.41,54,4,Silver,1,17681.25,0
CUST_04901,184,26,115.21,0.14,58,3,Bronze,0,2995.46,0
CUST_04902,90,12,208.37,0.28,62,3,Bronze,0,2500.44,0
CUST_04903,94,30,490.96,0.95,51,6,Bronze,0,14728.8,0
CUST_04904,13,28,87.44,0.85,78,1,Bronze,0,2448.32,0
CUST_04905,322,27,339.01,0.59,48,3,Silver,0,9153.27,0
CUST_04906,293,42,126.22,0.4,27,2,Bronze,0,5301.24,0
CUST_04907,230,19,255.08,0.26,77,6,Silver,0,4846.52,1
CUST_04908,322,5,402.25,0.57,55,3,Bronze,0,2011.25,1
CUST_04909,292,5,249.41,0.53,84,7,Bronze,0,1247.05,1
CUST_04910,26,41,404.69,0.78,49,4,Bronze,0,16592.29,0
CUST_04911,75,27,218.9,0.93,24,8,Bronze,0,5910.3,0
CUST_04912,364,28,499.68,0.33,10,8,Bronze,0,13991.04,1
CUST_04913,299,26,223.56,0.21,7,2,Bronze,0,5812.56,1
CUST_04914,150,27,83.2,0.4,17,8,Bronze,0,2246.4,0
CUST_04915,148,49,206.92,0.44,22,3,Bronze,0,10139.08,0
CUST_04916,8,42,373.87,0.04,59,8,Silver,0,15702.54,0
CUST_04917,29,21,425.49,0.86,44,1,Bronze,0,8935.29,0
CUST_04918,296,1,235.45,1.0,11,4,Gold,0,235.45,0
CUST_04919,209,28,301.29,0.92,42,5,Bronze,0,8436.12,0
CUST_04920,128,48,424.0,0.86,23,2,Bronze,0,20352.0,0
